id,year,statistic,team,value
707,1982,Batting Average,Kansas City,0.285
708,1982,Doubles,Kansas City,295.0
709,1982,Hits,Kansas City,1.0
710,1982,Home Runs,Milwaukee,216.0
711,1982,On Base Percentage,California,0.35
712,1982,Runs,Milwaukee,891.0
713,1982,Slugging Average,Milwaukee,0.455
714,1983,Base on Balls,Cleveland,605.0
715,1983,Batting Average,Toronto,0.277
716,1983,Doubles,Boston,287.0
717,1983,Hits,Milwaukee,1.0
718,1983,Home Runs,Baltimore,168.0
719,1983,On Base Percentage,Baltimore,0.343
720,1983,Runs,Chicago,800.0
721,1983,Slugging Average,Toronto,0.436
722,1984,Base on Balls,Baltimore,620.0
723,1984,Batting Average,Boston,0.283
724,1984,Doubles,Toronto,275.0
725,1984,Doubles,New York,275.0
726,1984,Hits,Boston,1.0
727,1984,Home Runs,Detroit,187.0
728,1984,On Base Percentage,Detroit,0.345
729,1984,Runs,Detroit,829.0
730,1984,Slugging Average,Boston,0.441
731,1985,Base on Balls,California,648.0
732,1985,Batting Average,Boston,0.282
733,1985,Doubles,Boston,292.0
734,1985,Hits,Boston,1.0
735,1985,Home Runs,Baltimore,214.0
736,1985,On Base Percentage,Boston,0.35
737,1985,Runs,New York,839.0
738,1985,Slugging Average,Baltimore,0.43
739,1986,Base on Balls,California,671.0
740,1986,Batting Average,Cleveland,0.284
741,1986,Doubles,Boston,320.0
742,1986,Hits,Cleveland,1.0
743,1986,Home Runs,Detroit,198.0
744,1986,On Base Percentage,New York,0.35
745,1986,Runs,Cleveland,831.0
746,1986,Slugging Average,New York,0.43
747,1987,Base on Balls,Detroit,653.0
748,1987,Batting Average,Boston,0.278
749,1987,Doubles,Chicago,283.0
750,1987,Hits,Boston,1.0
751,1987,Home Runs,Detroit,225.0
752,1987,On Base Percentage,Boston,0.355
753,1987,Runs,Detroit,896.0
754,1987,Slugging Average,Detroit,0.451
755,1988,Base on Balls,Boston,623.0
756,1988,Batting Average,Boston,0.283
757,1988,Doubles,Boston,310.0
758,1988,Hits,Boston,1.0
759,1988,Home Runs,Toronto,158.0
760,1988,On Base Percentage,Boston,0.36
761,1988,Runs,Boston,813.0
762,1988,Slugging Average,Minnesota,0.421
763,1989,Base on Balls,Boston,643.0
764,1989,Batting Average,Boston,0.277
765,1989,Doubles,Boston,326.0
766,1989,Hits,Boston,1.0
767,1989,Home Runs,California,145.0
768,1989,On Base Percentage,Boston,0.355
769,1989,Runs,Boston,774.0
770,1989,Slugging Average,Boston,0.403
771,1990,Base on Balls,Baltimore,660.0
772,1990,Batting Average,Boston,0.272
773,1990,Doubles,Kansas City,316.0
774,1990,Hits,Boston,1.0
775,1990,Home Runs,Detroit,172.0
776,1990,On Base Percentage,Boston,0.346
777,1990,Runs,Toronto,767.0
778,1990,Slugging Average,Toronto,0.419
779,1991,Base on Balls,Detroit,699.0
780,1991,Batting Average,Minnesota,0.28
781,1991,Doubles,Boston,305.0
782,1991,Hits,Minnesota,1.0
783,1991,Home Runs,Detroit,209.0
784,1991,On Base Percentage,Minnesota,0.347
785,1991,Runs,Texas,829.0
786,1991,Slugging Average,Texas,0.424
787,1991,Stolen Bases,Oakland,151.0
788,1992,Base on Balls,Oakland,707.0
789,1992,Batting Average,Minnesota,0.277
790,1992,Doubles,Kansas City,284.0
791,1992,Hits,Minnesota,1.0
792,1992,Home Runs,Detroit,182.0
793,1992,On Base Percentage,Oakland,0.349
794,1992,Runs,Detroit,791.0
795,1992,Slugging Average,Toronto,0.414
796,1993,Base on Balls,Detroit,44.0
797,1993,Batting Average,New York,0.279
798,1993,Batting Average,Toronto,0.279
799,1993,Doubles,Boston,319.0
800,1993,Hits,New York,1.0
801,1993,Home Runs,Texas,181.0
802,1993,On Base Percentage,Detroit,0.365
803,1993,Runs,Detroit,899.0
804,1993,Slugging Average,Toronto,0.436
805,1994,Base on Balls,New York,530.0
806,1994,Batting Average,Cleveland,0.29
807,1994,Batting Average,New York,0.29
808,1994,Doubles,Cleveland,240.0
809,1994,Hits,Cleveland,1.0
810,1994,Home Runs,Cleveland,167.0
811,1994,On Base Percentage,New York,0.377
812,1994,Runs,Cleveland,679.0
813,1994,Slugging Average,Cleveland,0.484
814,1995,Base on Balls,New York,625.0
815,1995,Batting Average,Cleveland,0.291
816,1995,Doubles,Boston,286.0
817,1995,Hits,Cleveland,1.0
818,1995,Home Runs,Cleveland,207.0
819,1995,On Base Percentage,Cleveland,0.364
820,1995,Runs,Cleveland,840.0
821,1995,Slugging Average,Cleveland,0.479
822,1996,Base on Balls,Chicago,701.0
823,1996,Batting Average,Cleveland,0.293
824,1996,Doubles,Seattle,343.0
825,1996,Hits,Cleveland,1.0
826,1996,Home Runs,Baltimore,257.0
827,1996,On Base Percentage,Cleveland,0.372
828,1996,Runs,Seattle,993.0
829,1996,Slugging Average,Seattle,0.484
830,1997,Base on Balls,New York,676.0
831,1997,Batting Average,Boston,0.291
832,1997,Doubles,Boston,373.0
833,1997,Hits,Boston,1.0
834,1997,Home Runs,Seattle,264.0
835,1997,On Base Percentage,New York,0.366
836,1997,Runs,Seattle,925.0
837,1997,Slugging Average,Seattle,0.485
838,1997,Stolen Bases,Detroit,161.0
839,1998,Base on Balls,New York,653.0
840,1998,Batting Average,Texas,0.289
841,1998,Doubles,Boston,338.0
842,1998,Hits,Texas,1.0
843,1998,Home Runs,Seattle,234.0
844,1998,On Base Percentage,New York,0.368
845,1998,Runs,New York,965.0
846,1998,Slugging Average,Seattle,0.468
847,1999,Base on Balls,Oakland,770.0
848,1999,Batting Average,Texas,0.293
849,1999,Doubles,Toronto,337.0
850,1999,Hits,Texas,1.0
851,1999,Home Runs,Seattle,244.0
852,1999,On Base Percentage,Cleveland,0.373
853,1999,Runs,Cleveland,1.0
854,1999,Slugging Average,Texas,0.479
855,2000,Base on Balls,Seattle,775.0
856,2000,Batting Average,Cleveland,0.288
857,2000,Doubles,Texas,330.0
858,2000,Hits,Kansas City,1.0
859,2000,Home Runs,Toronto,244.0
860,2000,On Base Percentage,Cleveland,0.367
861,2000,Runs,Chicago,978.0
862,2000,Slugging Average,Anaheim,0.472
863,2001,Base on Balls,Oakland,640.0
864,2001,Batting Average,Seattle,0.288
865,2001,Doubles,Oakland,334.0
866,2001,Hits,Seattle,1.0
867,2001,Home Runs,Texas,246.0
868,2001,On Base Percentage,Seattle,0.36
869,2001,Runs,Seattle,927.0
870,2001,Slugging Average,Texas,0.471
871,2002,Anaheim,162,5.0
872,2002,Baltimore,162,5.0
873,2002,Boston,162,5.0
874,2002,Chicago,162,5.0
875,2002,Cleveland,162,5.0
876,2002,Detroit,161,5.0
877,2002,Kansas City,162,5.0
878,2002,Minnesota,161,5.0
879,2002,New York,161,5.0
880,2002,Oakland,162,5.0
881,2002,Seattle,162,5.0
882,2002,Tampa Bay,161,5.0
883,2002,Texas,162,5.0
884,2003,Anaheim,162,5.0
885,2003,Baltimore,163,5.0
886,2003,Boston,162,5.0
887,2003,Chicago,162,5.0
888,2003,Cleveland,162,5.0
889,2003,Detroit,162,5.0
890,2003,Kansas City,162,5.0
891,2003,Minnesota,162,5.0
892,2003,New York,163,5.0
893,2003,Oakland,162,5.0
894,2003,Seattle,162,5.0
895,2003,Tampa Bay,162,5.0
896,2003,Texas,162,5.0
897,2004,Anaheim,162,5.0
898,2004,Baltimore,162,5.0
899,2004,Boston,162,5.0
900,2004,Chicago,162,5.0
901,2004,Cleveland,162,5.0
902,2004,Detroit,162,5.0
903,2004,Kansas City,162,5.0
904,2004,Minnesota,162,5.0
905,2004,New York,162,5.0
906,2004,Oakland,162,5.0
907,2004,Seattle,162,5.0
908,2004,Tampa Bay,161,5.0
909,2004,Texas,162,5.0
910,2004,Toronto,161,5.0
